ID,Motivo_ausencia,Mes_ausencia,Dia_da_semana,Estacoes_do_ano,Despesa_com_transporte,Distancia_casa_x_trabalho,Tempo_de_servico,Idade,Volume_Operacional_Diario,Meta_atingida,Falha_disciplinar,Escolaridade,Filhos,Consumo_de_alcool,Fumante,Animal_de_estimacao,Peso,Altura,IMC,Tempo_de_ausencia_horas
34,10,6,4,1,118.0,10.0,10.0,37,275089.0,96,0,1,0,0,0,0,83.0,172.0,28.0,3
12,22,6,4,1,233.0,51.0,1.0,31,275089.0,96,0,2,1,1,0,8,68.0,178.0,21.0,3
5,26,7,4,1,235.0,20.0,13.0,43,264604.0,93,0,1,1,1,0,0,106.0,167.0,38.0,4
12,19,7,6,1,233.0,51.0,1.0,31,264604.0,93,0,2,1,1,0,8,68.0,178.0,21.0,2
9,6,7,2,1,228.0,14.0,16.0,58,264604.0,93,0,1,2,0,0,1,65.0,172.0,22.0,8
34,28,7,2,1,118.0,10.0,10.0,37,264604.0,93,0,1,0,0,0,0,83.0,172.0,28.0,4
9,6,7,3,1,228.0,14.0,16.0,58,264604.0,93,0,1,2,0,0,1,65.0,172.0,22.0,120
6,22,7,3,1,189.0,29.0,13.0,33,264604.0,93,0,1,2,0,0,2,69.0,167.0,25.0,16
34,23,7,4,1,118.0,10.0,10.0,37,264604.0,93,0,1,0,0,0,0,83.0,172.0,28.0,2
10,22,7,4,1,361.0,52.0,3.0,28,264604.0,93,0,1,1,1,0,4,80.0,172.0,27.0,8
28,22,7,4,1,225.0,26.0,9.0,28,264604.0,93,0,1,1,0,0,2,69.0,169.0,24.0,8
13,13,7,2,1,369.0,17.0,12.0,31,264604.0,93,0,1,3,1,0,0,70.0,169.0,25.0,80
11,14,7,3,1,289.0,36.0,13.0,33,264604.0,93,0,1,2,1,0,1,90.0,172.0,30.0,8
1,11,7,3,1,235.0,11.0,14.0,37,264604.0,93,0,3,1,0,0,1,88.0,172.0,29.0,4
4,0,0,3,1,118.0,14.0,13.0,40,271219.0,95,0,1,1,1,0,8,98.0,170.0,34.0,0
8,0,0,4,2,231.0,35.0,14.0,39,271219.0,95,0,1,2,1,0,2,100.0,170.0,35.0,0
35,0,0,6,3,179.0,45.0,14.0,53,271219.0,95,0,1,1,0,0,1,77.0,175.0,25.0,0
